,movie,chapter,character,dialog,gender,releaseYear,processed_tokens,processed_text,preprocessed_tokens,preprocessed_text
81,Harry Potter and the Half-Blood Prince,Horace Slughorn,albus dumbledore,i fear i may have stolen a wondrous night from you harry she was truthfully very pretty the girl,male,2009,"['I', 'fear', 'I', 'may', 'steal', 'wondrous', 'night', 'harry', 'truthfully', 'pretty', 'girl']",I fear I may steal wondrous night harry truthfully pretty girl,"['I', 'fear', 'I', 'may', 'steal', 'wondrous', 'night', 'harry', 'truthfully', 'pretty', 'girl']",I fear I may steal wondrous night harry truthfully pretty girl
82,Harry Potter and the Half-Blood Prince,Horace Slughorn,harry potter,it's alright sir  i'll go back tomorrow make some excuse,male,2009,"['alright', 'sir', 'I', 'go', 'back', 'tomorrow', 'make', 'excuse']",alright sir I go back tomorrow make excuse,"['alright', 'sir', 'I', 'go', 'back', 'tomorrow', 'make', 'excuse']",alright sir I go back tomorrow make excuse
83,Harry Potter and the Half-Blood Prince,Horace Slughorn,albus dumbledore,you'll not be going back to little whinging tonight harry,male,2009,"['not', 'go', 'back', 'little', 'whinging', 'tonight', 'harry']",not go back little whinging tonight harry,"['not', 'go', 'back', 'little', 'whinging', 'tonight', 'harry']",not go back little whinging tonight harry
84,Harry Potter and the Half-Blood Prince,Horace Slughorn,harry potter,but sir  what about hedwig  and there's my trunk,male,2009,"['sir', 'hedwig', 'trunk']",sir hedwig trunk,"['sir', 'hedwig', 'trunk']",sir hedwig trunk
85,Harry Potter and the Half-Blood Prince,Horace Slughorn,albus dumbledore,both are waiting for you,male,2009,['wait'],wait,['wait'],wait
86,Harry Potter and the Half-Blood Prince,Horace Slughorn,harry potter,sir,male,2009,['sir'],sir,['sir'],sir
87,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,hedwig  mum!,female,2009,"['hedwig', 'mum', '!']",hedwig mum !,"['hedwig', 'mum', '!']",hedwig mum !
88,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,exactly  how'd you guess,female,2009,"['exactly', 'guess']",exactly guess,"['exactly', 'guess']",exactly guess
89,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,i'm joking mum,female,2009,"['I', 'joke', 'mum']",I joke mum,"['I', 'joke', 'mum']",I joke mum
90,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,you're worse than fred and george,female,2009,"['bad', 'fre', 'george']",bad fre george,"['bad', 'fre', 'george']",bad fre george
91,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,now you're joking  i was only wondering when harry got here,female,2009,"['joke', 'I', 'wonder', 'harry', 'get']",joke I wonder harry get,"['joke', 'I', 'wonder', 'harry', 'get']",joke I wonder harry get
92,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,harry who,female,2009,['harry'],harry,['harry'],harry
93,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,harry dimpleton  harry potter of course,female,2009,"['harry', 'dimpleton', 'harry', 'potter', 'course']",harry dimpleton harry potter course,"['harry', 'dimpleton', 'harry', 'potter', 'course']",harry dimpleton harry potter course
94,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,i think i'd know if harry potter was in my house wouldn't i,female,2009,"['I', 'think', 'I', 'would', 'know', 'harry', 'potter', 'house', 'would', 'not', 'I']",I think I would know harry potter house would not I,"['I', 'think', 'I', 'would', 'know', 'harry', 'potter', 'house', 'would', 'not', 'I']",I think I would know harry potter house would not I
95,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,well his trunk's in the kitchen and his owl,female,2009,"['well', 'trunk', ""'s"", 'kitchen', 'owl']",well trunk 's kitchen owl,"['well', 'trunk', ""'s"", 'kitchen', 'owl']",well trunk 's kitchen owl
96,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,i seriously doubt that,female,2009,"['I', 'seriously', 'doubt']",I seriously doubt,"['I', 'seriously', 'doubt']",I seriously doubt
97,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,harry  did someone say harry,male,2009,"['harry', 'someone', 'say', 'harry']",harry someone say harry,"['harry', 'someone', 'say', 'harry']",harry someone say harry
98,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,me nosy  is he up there with you,female,2009,"['I', 'nosy']",I nosy,"['I', 'nosy']",I nosy
99,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,'course not  think i'd know if my best friend was in my room wouldn't i,male,2009,"[""'"", 'course', 'not', 'think', 'I', 'would', 'know', 'good', 'friend', 'room', 'would', 'not', 'I']",' course not think I would know good friend room would not I,"[""'"", 'course', 'not', 'think', 'I', 'would', 'know', 'good', 'friend', 'room', 'would', 'not', 'I']",' course not think I would know good friend room would not I
100,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,was that an owl i heard,female,2009,"['owl', 'I', 'hear']",owl I hear,"['owl', 'I', 'hear']",owl I hear
101,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,harry's  haven't seen him have you  apparently he's wandering about the house,female,2009,"['harry', ""'s"", 'not', 'see', 'apparently', 'wander', 'house']",harry 's not see apparently wander house,"['harry', ""'s"", 'not', 'see', 'apparently', 'wander', 'house']",harry 's not see apparently wander house
102,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,really,female,2009,['really'],really,['really'],really
103,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,really,male,2009,['really'],really,['really'],really
104,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,harry!,male,2009,"['harry', '!']",harry !,"['harry', '!']",harry !
105,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,harry!,female,2009,"['harry', '!']",harry !,"['harry', '!']",harry !
106,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,but why didn't you tell us you were coming,female,2009,"['not', 'tell', 'come']",not tell come,"['not', 'tell', 'come']",not tell come
107,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,didn't know dumbledore,male,2009,"['not', 'know', 'dumbledore']",not know dumbledore,"['not', 'know', 'dumbledore']",not know dumbledore
108,Harry Potter and the Half-Blood Prince,What Could Be Safer?,molly weasley,that man  but then what would we do without him  ron!,female,2009,"['man', 'would', 'without', 'ron', '!']",man would without ron !,"['man', 'would', 'without', 'ron', '!']",man would without ron !
109,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,you've a bit of,male,2009,['bit'],bit,['bit'],bit
110,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,when'd you get here,male,2009,"['would', 'get']",would get,"['would', 'get']",would get
111,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,a few days ago  though for a bit i wasn't sure i was coming,female,2009,"['day', 'ago', 'though', 'bit', 'I', 'not', 'sure', 'I', 'come']",day ago though bit I not sure I come,"['day', 'ago', 'though', 'bit', 'I', 'not', 'sure', 'I', 'come']",day ago though bit I not sure I come
112,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,mum sort of lost it last week said ginny and i had no business going back to hogwarts  that it's too dangerous,male,2009,"['mum', 'sort', 'lose', 'last', 'week', 'say', 'ginny', 'I', 'business', 'go', 'back', 'hogwart', 'dangerous']",mum sort lose last week say ginny I business go back hogwart dangerous,"['mum', 'sort', 'lose', 'last', 'week', 'say', 'ginny', 'I', 'business', 'go', 'back', 'hogwart', 'dangerous']",mum sort lose last week say ginny I business go back hogwart dangerous
113,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,oh come on,male,2009,"['oh', 'come']",oh come,"['oh', 'come']",oh come
114,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,she's not alone  even my parents  and they're muggles  know something bad is happening,female,2009,"['not', 'alone', 'even', 'parent', 'muggle', 'know', 'something', 'bad', 'happen']",not alone even parent muggle know something bad happen,"['not', 'alone', 'even', 'parent', 'muggle', 'know', 'something', 'bad', 'happen']",not alone even parent muggle know something bad happen
115,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,anyway dad stepped in told her she was being barmy  took a day or two but she came round,male,2009,"['anyway', 'dad', 'step', 'tell', 'barmy', 'take', 'day', 'two', 'come', 'round']",anyway dad step tell barmy take day two come round,"['anyway', 'dad', 'step', 'tell', 'barmy', 'take', 'day', 'two', 'come', 'round']",anyway dad step tell barmy take day two come round
116,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,but we're talking about hogwarts dumbledore what could be safer,male,2009,"['talk', 'hogwart', 'dumbledore', 'could', 'safe']",talk hogwart dumbledore could safe,"['talk', 'hogwart', 'dumbledore', 'could', 'safe']",talk hogwart dumbledore could safe
117,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,there's been a lot of chatter lately  that he's gotten old,female,2009,"['lot', 'chatter', 'lately', 'get', 'old']",lot chatter lately get old,"['lot', 'chatter', 'lately', 'get', 'old']",lot chatter lately get old
118,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,rubbish  he's only  what,male,2009,['rubbish'],rubbish,['rubbish'],rubbish
119,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ron weasley,a hundred and fifty  give or take a few years,male,2009,"['hundred', 'fifty', 'give', 'take', 'year']",hundred fifty give take year,"['hundred', 'fifty', 'give', 'take', 'year']",hundred fifty give take year
120,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,step up!  step up!,male,2009,"['step', '!', 'step', '!']",step ! step !,"['step', '!', 'step', '!']",step ! step !
121,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,step up!  step up!,male,2009,"['step', '!', 'step', '!']",step ! step !,"['step', '!', 'step', '!']",step ! step !
122,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,we've got fainting fancy,male,2009,"['get', 'faint', 'fancy']",get faint fancy,"['get', 'faint', 'fancy']",get faint fancy
123,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,nosebleed nougats,male,2009,"['nosebleed', 'nougat']",nosebleed nougat,"['nosebleed', 'nougat']",nosebleed nougat
124,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,and just in time for school,male,2009,"['time', 'school']",time school,"['time', 'school']",time school
125,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,puking pastilles!,male,2009,"['puking', 'pastille', '!']",puking pastille !,"['puking', 'pastille', '!']",puking pastille !
126,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,into the cauldron handsome,male,2009,"['cauldron', 'handsome']",cauldron handsome,"['cauldron', 'handsome']",cauldron handsome
127,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,into the cauldron handsome,male,2009,"['cauldron', 'handsome']",cauldron handsome,"['cauldron', 'handsome']",cauldron handsome
128,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,what'd you think harry,male,2009,"['would', 'think', 'harry']",would think harry,"['would', 'think', 'harry']",would think harry
129,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,amazing,male,2009,['amazing'],amazing,['amazing'],amazing
130,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,pocket that and you'll pay in more than galleons my friend,male,2009,"['pocket', 'pay', 'galleon', 'friend']",pocket pay galleon friend,"['pocket', 'pay', 'galleon', 'friend']",pocket pay galleon friend
131,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,we've got eyes in the back of our heads,male,2009,"['get', 'eye', 'back', 'head']",get eye back head,"['get', 'eye', 'back', 'head']",get eye back head
132,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,bloody urchins,male,2009,"['bloody', 'urchin']",bloody urchin,"['bloody', 'urchin']",bloody urchin
133,Harry Potter and the Half-Blood Prince,What Could Be Safer?,harry potter,peruvian instant darkness powder,male,2009,"['peruvian', 'instant', 'darkness', 'powder']",peruvian instant darkness powder,"['peruvian', 'instant', 'darkness', 'powder']",peruvian instant darkness powder
134,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,a real money spinner that,male,2009,"['real', 'money', 'spinner']",real money spinner,"['real', 'money', 'spinner']",real money spinner
135,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,handy if you need to make a quick escape  hello ladies!,male,2009,"['handy', 'need', 'make', 'quick', 'escape', 'hello', 'lady', '!']",handy need make quick escape hello lady !,"['handy', 'need', 'make', 'quick', 'escape', 'hello', 'lady', '!']",handy need make quick escape hello lady !
136,Harry Potter and the Half-Blood Prince,What Could Be Safer?,george weasley,yes they do really work,male,2009,"['yes', 'really', 'work']",yes really work,"['yes', 'really', 'work']",yes really work
137,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,then again the way we hear it sis you're doing just fine on your own,male,2009,"['way', 'hear', 'sis', 'fine']",way hear sis fine,"['way', 'hear', 'sis', 'fine']",way hear sis fine
138,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,meaning,female,2009,['mean'],mean,['mean'],mean
139,Harry Potter and the Half-Blood Prince,What Could Be Safer?,fred weasley,are you not currently dating dean thomas,male,2009,"['not', 'currently', 'date', 'dean', 'thomas']",not currently date dean thomas,"['not', 'currently', 'date', 'dean', 'thomas']",not currently date dean thomas
140,Harry Potter and the Half-Blood Prince,What Could Be Safer?,ginny weasley,none of your business,female,2009,"['none', 'business']",none business,"['none', 'business']",none business
141,Harry Potter and the Half-Blood Prince,What Could Be Safer?,hermione granger,these are adorable,female,2009,['adorable'],adorable,['adorable'],adorable
